Condition	Freqs	Knowledge	log_RTs	Idiom	Subject	LP	Transparency
Fig	2.55	6	6.0520891689	op zijn achterste benen staan	24	2.86	2.62
Lit	3.05	7	6.0520891689	op zijn centen zitten	24	4.68	3.71
Fig	2.23	7	6.3099182782	op zijn centen zitten	24	4.68	3.71
Fig	3.36	7	6.4248690239	voor aap staan	24	2.045454545	3.22
Lit	2.76	7	6.6745613918	voor aap staan	24	2.045454545	3.22
Fig	3.02	7	6.0330862218	voor iemand door het vuur gaan	24	3.91	4.18
Lit	1.9	7	6.4769723629	voor iemand door het vuur gaan	24	3.91	4.18
Fig	2.49	2	6.4769723629	één lijn trekken	25	4.73	2.88
Lit	2.43	2	6.1463292577	één lijn trekken	25	4.73	2.88
Fig	2.25	3	6.1092475828	aan een zijden draadje hangen	25	3.73	3.14
Lit	2.47	3	6.4907235345	aan een zijden draadje hangen	25	3.73	3.14
Fig	3.45	7	6.2480428745	aan het roer staan	25	4.73	4.6
Lit	3.7	7	6.5395859556	aan het roer staan	25	4.73	4.6
Lit	2.96	5	6.1820849067	als paddenstoelen uit de grond schieten	25	2.27	3.29
Fig	2.66	5	6.0730445341	als paddenstoelen uit de grond schieten	25	2.27	3.29
Fig	2.28	4	6.2324480166	de koe bij de hoorns vatten	25	4.05	3.17
Lit	3.04	4	6.6200732065	de koe bij de hoorns vatten	25	4.05	3.17
Fig	2.93	6	6.1984787165	ergens mee in de maag zitten	25	2.86	2.95
Fig	2.13	7	6.2324480166	ergens zijn neus voor optrekken	25	4.23	3.33
Lit	2.22	7	6.4377516497	ergens zijn neus voor optrekken	25	4.23	3.33
Fig	3.58	7	6.3835066349	het niet breed hebben	25	1.95	3.24
Lit	2.42	7	6.3543700408	het niet breed hebben	25	1.95	3.24
Fig	3.81	3	6.3543700408	iemand aan de tand voelen	25	4.45	2.83
Fig	2.73	7	6.3403593037	iemand de wet voorschrijven	25	3.68	3.67
Lit	2.75	7	6.1820849067	iemand de wet voorschrijven	25	3.68	3.67
Fig	1.81	6	6.5395859556	iemand iets in de schoenen schuiven	25	4.05	3.09
Fig	2.68	4	6.2952660014	iemand op de huid zitten	25	3.05	3.38
Lit	2.6	4	6.3543700408	iemand op de huid zitten	25	3.05	3.38
Lit	2.14	7	6.1463292577	iemand tegen de schenen schoppen	25	4.73	3.71
Fig	2.7	7	6.2952660014	iemand tegen de schenen schoppen	25	4.73	3.71
Lit	2.7	6	6.4118182677	iemand wakker schudden	25	4.77	3.43
Fig	3.81	6	6.4377516497	iemand wakker schudden	25	4.77	3.43
Lit	2.1	7	6.8023947633	iemand/iets tot in de wolken verheffen	25	1.82	3.75
Fig	2.68	7	6.0330862218	iemand/iets tot in de wolken verheffen	25	1.82	3.75
Lit	1.93	7	6.4118182677	iets op poten zetten	25	4	3.38
Fig	2.39	7	6.2146080984	iets op poten zetten	25	4	3.38
Lit	2.55	6	6.4769723629	iets uit de losse pols doen	25	2.27	3.13
Fig	2.53	6	6.6644090204	iets uit de losse pols doen	25	2.27	3.13
Fig	2.81	7	6.5861716549	iets uit je duim zuigen	25	1.95	3.21
Lit	2.4	7	6.3969296552	iets uit je duim zuigen	25	1.95	3.21
Fig	2.26	5	6.2480428745	iets van tafel vegen	25	4.73	3.38
Lit	2.15	5	6.3699009828	iets van tafel vegen	25	4.73	3.38
Fig	3.28	3	6.2633982626	met de rug tegen de muur staan	25	4.81818	3.24
Lit	2.65	3	6.2146080984	met de rug tegen de muur staan	25	4.81818	3.24
Lit	1.95	7	6.4118182677	op het puntje van de tong liggen	25	3.05	3.52
Fig	3.51	7	6.2952660014	op het puntje van de tong liggen	25	3.05	3.52
Lit	2.07	4	6.4769723629	op zijn achterste benen staan	25	2.86	2.62
Fig	2.55	4	6.5027900459	op zijn achterste benen staan	25	2.86	2.62
Lit	3.05	5	6.2952660014	op zijn centen zitten	25	4.68	3.71
Fig	2.23	5	6.2146080984	op zijn centen zitten	25	4.68	3.71
Fig	3.36	7	6.3969296552	voor aap staan	25	2.045454545	3.22
Lit	2.76	7	6.3835066349	voor aap staan	25	2.045454545	3.22
Fig	3.02	7	6.2480428745	voor iemand door het vuur gaan	25	3.91	4.18
Lit	1.9	7	6.3699009828	voor iemand door het vuur gaan	25	3.91	4.18
Fig	2.49	1	6.3699009828	één lijn trekken	26	4.73	2.88
Lit	2.43	1	6.6093492432	één lijn trekken	26	4.73	2.88
Fig	2.25	1	6.4118182677	aan een zijden draadje hangen	26	3.73	3.14
Lit	2.47	1	6.7934661326	aan een zijden draadje hangen	26	3.73	3.14
Fig	3.45	1	6.5027900459	aan het roer staan	26	4.73	4.6
Lit	3.7	1	6.6200732065	aan het roer staan	26	4.73	4.6
Lit	2.96	1	6.5279579176	als paddenstoelen uit de grond schieten	26	2.27	3.29
Fig	2.66	1	6.2633982626	als paddenstoelen uit de grond schieten	26	2.27	3.29
Fig	2.28	1	6.3403593037	de koe bij de hoorns vatten	26	4.05	3.17
Lit	3.04	1	6.5985090286	de koe bij de hoorns vatten	26	4.05	3.17
Fig	2.93	1	6.2324480166	ergens mee in de maag zitten	26	2.86	2.95
Fig	2.13	1	6.2324480166	ergens zijn neus voor optrekken	26	4.23	3.33
Lit	2.22	1	6.5395859556	ergens zijn neus voor optrekken	26	4.23	3.33
Fig	3.58	1	6.6644090204	het niet breed hebben	26	1.95	3.24
Lit	2.42	1	6.5750758406	het niet breed hebben	26	1.95	3.24
Fig	3.81	6	6.3261494732	iemand aan de tand voelen	26	4.45	2.83
Fig	2.73	1	6.3699009828	iemand de wet voorschrijven	26	3.68	3.67
Lit	2.75	1	6.1092475828	iemand de wet voorschrijven	26	3.68	3.67
Fig	1.81	1	6.6200732065	iemand iets in de schoenen schuiven	26	4.05	3.09
Fig	2.68	4	6.2146080984	iemand op de huid zitten	26	3.05	3.38
Lit	2.6	4	6.1463292577	iemand op de huid zitten	26	3.05	3.38
Lit	2.14	1	6.4118182677	iemand tegen de schenen schoppen	26	4.73	3.71
Fig	2.7	1	6.3969296552	iemand tegen de schenen schoppen	26	4.73	3.71
Lit	2.7	1	6.6846117277	iemand wakker schudden	26	4.77	3.43
Fig	3.81	1	6.6846117277	iemand wakker schudden	26	4.77	3.43
Lit	2.1	1	6.3261494732	iemand/iets tot in de wolken verheffen	26	1.82	3.75
Fig	2.68	1	6.6200732065	iemand/iets tot in de wolken verheffen	26	1.82	3.75
Lit	1.93	6	6.5985090286	iets op poten zetten	26	4	3.38
Fig	2.39	6	6.5279579176	iets op poten zetten	26	4	3.38
Lit	2.55	1	6.5279579176	iets uit de losse pols doen	26	2.27	3.13
Fig	2.53	1	6.5395859556	iets uit de losse pols doen	26	2.27	3.13
Fig	2.81	1	6.3699009828	iets uit je duim zuigen	26	1.95	3.21
Lit	2.4	1	6.6093492432	iets uit je duim zuigen	26	1.95	3.21
Fig	2.26	1	6.7452363495	iets van tafel vegen	26	4.73	3.38
Lit	2.15	1	6.4769723629	iets van tafel vegen	26	4.73	3.38
Fig	3.28	1	6.4769723629	met de rug tegen de muur staan	26	4.81818	3.24
Lit	2.65	1	6.3403593037	met de rug tegen de muur staan	26	4.81818	3.24
Lit	1.95	1	6.1984787165	op het puntje van de tong liggen	26	3.05	3.52
Fig	3.51	1	6.5638555265	op het puntje van de tong liggen	26	3.05	3.52
Lit	2.07	1	6.4769723629	op zijn achterste benen staan	26	2.86	2.62
Fig	2.55	1	6.3403593037	op zijn achterste benen staan	26	2.86	2.62
Lit	3.05	1	6.2633982626	op zijn centen zitten	26	4.68	3.71
Fig	2.23	1	6.4907235345	op zijn centen zitten	26	4.68	3.71
Fig	3.36	1	6.6200732065	voor aap staan	26	2.045454545	3.22
Lit	2.76	1	6.6528630294	voor aap staan	26	2.045454545	3.22
Fig	3.02	1	6.4769723629	voor iemand door het vuur gaan	26	3.91	4.18
Lit	1.9	1	6.6200732065	voor iemand door het vuur gaan	26	3.91	4.18
Fig	2.49	4	6.1268691841	één lijn trekken	27	4.73	2.88
Lit	2.43	4	6.4907235345	één lijn trekken	27	4.73	2.88
Fig	2.25	3	6.1820849067	aan een zijden draadje hangen	27	3.73	3.14
Lit	2.47	3	6.2952660014	aan een zijden draadje hangen	27	3.73	3.14
Fig	3.45	6	6.0730445341	aan het roer staan	27	4.73	4.6
Lit	3.7	6	5.9712618398	aan het roer staan	27	4.73	4.6
Lit	2.96	7	6.4248690239	als paddenstoelen uit de grond schieten	27	2.27	3.29
Fig	2.66	7	6.2324480166	als paddenstoelen uit de grond schieten	27	2.27	3.29
Fig	2.28	7	6.1463292577	de koe bij de hoorns vatten	27	4.05	3.17
Lit	3.04	7	6.3261494732	de koe bij de hoorns vatten	27	4.05	3.17
Fig	2.93	6	6.3099182782	ergens mee in de maag zitten	27	2.86	2.95
Fig	2.13	5	6.3699009828	ergens zijn neus voor optrekken	27	4.23	3.33
Lit	2.22	5	6.3261494732	ergens zijn neus voor optrekken	27	4.23	3.33
Fig	3.58	7	6.6093492432	het niet breed hebben	27	1.95	3.24
Lit	2.42	7	6.4645883037	het niet breed hebben	27	1.95	3.24
Fig	3.81	1	6.3099182782	iemand aan de tand voelen	27	4.45	2.83
Fig	2.73	6	6.0913098821	iemand de wet voorschrijven	27	3.68	3.67
Lit	2.75	6	6.0520891689	iemand de wet voorschrijven	27	3.68	3.67
Fig	1.81	7	6.3543700408	iemand iets in de schoenen schuiven	27	4.05	3.09
Fig	2.68	4	6.1290502101	iemand op de huid zitten	27	3.05	3.38
Lit	2.6	4	6.0520891689	iemand op de huid zitten	27	3.05	3.38
Lit	2.14	7	6.2146080984	iemand tegen de schenen schoppen	27	4.73	3.71
Fig	2.7	7	6.3099182782	iemand tegen de schenen schoppen	27	4.73	3.71
Lit	2.7	3	6.1984787165	iemand wakker schudden	27	4.77	3.43
Fig	3.81	3	6.1290502101	iemand wakker schudden	27	4.77	3.43
Lit	2.1	7	6.1984787165	iemand/iets tot in de wolken verheffen	27	1.82	3.75
Fig	2.68	7	6.1290502101	iemand/iets tot in de wolken verheffen	27	1.82	3.75
Lit	1.93	7	6.907755279	iets op poten zetten	27	4	3.38
Fig	2.39	7	6.163314804	iets op poten zetten	27	4	3.38
Lit	2.55	6	6.3969296552	iets uit de losse pols doen	27	2.27	3.13
Fig	2.53	6	6.3969296552	iets uit de losse pols doen	27	2.27	3.13
Fig	2.81	7	6.7650389768	iets uit je duim zuigen	27	1.95	3.21
Lit	2.4	7	6.163314804	iets uit je duim zuigen	27	1.95	3.21
Fig	2.26	5	6.1463292577	iets van tafel vegen	27	4.73	3.38
Lit	2.15	5	6.3403593037	iets van tafel vegen	27	4.73	3.38
Fig	3.28	7	6.0730445341	met de rug tegen de muur staan	27	4.81818	3.24
Lit	2.65	7	6.3261494732	met de rug tegen de muur staan	27	4.81818	3.24
Lit	1.95	7	6.1820849067	op het puntje van de tong liggen	27	3.05	3.52
Fig	3.51	7	6.2633982626	op het puntje van de tong liggen	27	3.05	3.52
Lit	2.07	6	6.2952660014	op zijn achterste benen staan	27	2.86	2.62
Fig	2.55	6	6.2952660014	op zijn achterste benen staan	27	2.86	2.62
Lit	3.05	7	6.2480428745	op zijn centen zitten	27	4.68	3.71
Fig	2.23	7	6.2633982626	op zijn centen zitten	27	4.68	3.71
Fig	3.36	7	6.3543700408	voor aap staan	27	2.045454545	3.22
Lit	2.76	7	6.4248690239	voor aap staan	27	2.045454545	3.22
Fig	3.02	7	6.2324480166	voor iemand door het vuur gaan	27	3.91	4.18
Lit	1.9	7	6.0730445341	voor iemand door het vuur gaan	27	3.91	4.18
Fig	2.49	2	6.1290502101	één lijn trekken	28	4.73	2.88
Lit	2.43	2	6.2324480166	één lijn trekken	28	4.73	2.88
Fig	2.25	6	6.1092475828	aan een zijden draadje hangen	28	3.73	3.14
Lit	2.47	6	6.1092475828	aan een zijden draadje hangen	28	3.73	3.14
Fig	3.45	6	6.013715156	aan het roer staan	28	4.73	4.6
Lit	3.7	6	6.1463292577	aan het roer staan	28	4.73	4.6
Lit	2.96	5	6.163314804	als paddenstoelen uit de grond schieten	28	2.27	3.29
Fig	2.66	5	6.163314804	als paddenstoelen uit de grond schieten	28	2.27	3.29
Fig	2.28	4	5.9712618398	de koe bij de hoorns vatten	28	4.05	3.17
Lit	3.04	4	6.2480428745	de koe bij de hoorns vatten	28	4.05	3.17
Fig	2.93	5	6.0330862218	ergens mee in de maag zitten	28	2.86	2.95
Fig	2.13	5	6.0330862218	ergens zijn neus voor optrekken	28	4.23	3.33
Lit	2.22	5	6.2324480166	ergens zijn neus voor optrekken	28	4.23	3.33
Fig	3.58	7	6.0730445341	het niet breed hebben	28	1.95	3.24
Lit	2.42	7	6.280395839	het niet breed hebben	28	1.95	3.24
Fig	3.81	6	6.0730445341	iemand aan de tand voelen	28	4.45	2.83
Fig	2.73	6	6.2324480166	iemand de wet voorschrijven	28	3.68	3.67
Lit	2.75	6	6.2480428745	iemand de wet voorschrijven	28	3.68	3.67
Fig	1.81	5	6.2146080984	iemand iets in de schoenen schuiven	28	4.05	3.09
Fig	2.68	4	6.1984787165	iemand op de huid zitten	28	3.05	3.38
Lit	2.6	4	6.0330862218	iemand op de huid zitten	28	3.05	3.38
Lit	2.14	6	6.013715156	iemand tegen de schenen schoppen	28	4.73	3.71
Fig	2.7	6	6.1984787165	iemand tegen de schenen schoppen	28	4.73	3.71
Lit	2.7	5	6.1290502101	iemand wakker schudden	28	4.77	3.43
Fig	3.81	5	6.1092475828	iemand wakker schudden	28	4.77	3.43
Lit	2.1	7	6.0330862218	iemand/iets tot in de wolken verheffen	28	1.82	3.75
Fig	2.68	7	5.9712618398	iemand/iets tot in de wolken verheffen	28	1.82	3.75
Lit	1.93	5	6.3543700408	iets op poten zetten	28	4	3.38
Fig	2.39	5	6.1463292577	iets op poten zetten	28	4	3.38
Lit	2.55	5	6.2146080984	iets uit de losse pols doen	28	2.27	3.13
Fig	2.53	5	5.9712618398	iets uit de losse pols doen	28	2.27	3.13
Fig	2.81	7	6.1463292577	iets uit je duim zuigen	28	1.95	3.21
Lit	2.4	7	6.0330862218	iets uit je duim zuigen	28	1.95	3.21
Fig	2.26	4	6.2324480166	iets van tafel vegen	28	4.73	3.38
Lit	2.15	4	6.1092475828	iets van tafel vegen	28	4.73	3.38
Fig	3.28	7	6.0913098821	met de rug tegen de muur staan	28	4.81818	3.24
Lit	2.65	7	6.013715156	met de rug tegen de muur staan	28	4.81818	3.24
Lit	1.95	7	6.1463292577	op het puntje van de tong liggen	28	3.05	3.52
Fig	3.51	7	6.2324480166	op het puntje van de tong liggen	28	3.05	3.52
Lit	2.07	2	6.2952660014	op zijn achterste benen staan	28	2.86	2.62
Fig	2.55	2	6.2146080984	op zijn achterste benen staan	28	2.86	2.62
Lit	3.05	7	5.8805329864	op zijn centen zitten	28	4.68	3.71
Fig	2.23	7	6.0520891689	op zijn centen zitten	28	4.68	3.71
Fig	3.36	7	6.1820849067	voor aap staan	28	2.045454545	3.22
Lit	2.76	7	6.013715156	voor aap staan	28	2.045454545	3.22
Fig	3.02	6	6.0913098821	voor iemand door het vuur gaan	28	3.91	4.18
Lit	1.9	6	6.3403593037	voor iemand door het vuur gaan	28	3.91	4.18
Fig	2.49	2	6.551080335	één lijn trekken	29	4.73	2.88
Lit	2.43	2	6.2952660014	één lijn trekken	29	4.73	2.88
Fig	2.25	6	6.4769723629	aan een zijden draadje hangen	29	3.73	3.14
Lit	2.47	6	6.7056390949	aan een zijden draadje hangen	29	3.73	3.14
Fig	3.45	6	6.4907235345	aan het roer staan	29	4.73	4.6
Lit	3.7	6	6.3403593037	aan het roer staan	29	4.73	4.6
Lit	2.96	5	6.4907235345	als paddenstoelen uit de grond schieten	29	2.27	3.29
Fig	2.66	5	6.3969296552	als paddenstoelen uit de grond schieten	29	2.27	3.29
Fig	2.28	6	6.6320017774	de koe bij de hoorns vatten	29	4.05	3.17
Lit	3.04	6	6.3099182782	de koe bij de hoorns vatten	29	4.05	3.17
Fig	2.93	4	6.3099182782	ergens mee in de maag zitten	29	2.86	2.95
Fig	2.13	7	6.5395859556	ergens zijn neus voor optrekken	29	4.23	3.33
Lit	2.22	7	6.3699009828	ergens zijn neus voor optrekken	29	4.23	3.33
Fig	3.58	7	6.3969296552	het niet breed hebben	29	1.95	3.24
Lit	2.42	7	6.7650389768	het niet breed hebben	29	1.95	3.24
Fig	3.81	6	6.3699009828	iemand aan de tand voelen	29	4.45	2.83
Fig	2.73	5	6.7153833863	iemand de wet voorschrijven	29	3.68	3.67
Lit	2.75	5	6.3543700408	iemand de wet voorschrijven	29	3.68	3.67
Fig	1.81	5	6.5027900459	iemand iets in de schoenen schuiven	29	4.05	3.09
Fig	2.68	4	6.8297937375	iemand op de huid zitten	29	3.05	3.38
Lit	2.6	4	6.4645883037	iemand op de huid zitten	29	3.05	3.38
Lit	2.14	4	6.1984787165	iemand tegen de schenen schoppen	29	4.73	3.71
Fig	2.7	4	6.4520489544	iemand tegen de schenen schoppen	29	4.73	3.71
Lit	2.7	3	6.5985090286	iemand wakker schudden	29	4.77	3.43
Fig	3.81	3	6.4907235345	iemand wakker schudden	29	4.77	3.43
Lit	2.1	7	6.907755279	iemand/iets tot in de wolken verheffen	29	1.82	3.75
Fig	2.68	7	6.3261494732	iemand/iets tot in de wolken verheffen	29	1.82	3.75
Lit	1.93	6	6.8123450942	iets op poten zetten	29	4	3.38
Fig	2.39	6	6.4769723629	iets op poten zetten	29	4	3.38
Lit	2.55	4	6.4892049313	iets uit de losse pols doen	29	2.27	3.13
Fig	2.53	4	6.5027900459	iets uit de losse pols doen	29	2.27	3.13
Fig	2.81	7	6.8211074723	iets uit je duim zuigen	29	1.95	3.21
Lit	2.4	7	6.5027900459	iets uit je duim zuigen	29	1.95	3.21
Fig	2.26	4	6.4248690239	iets van tafel vegen	29	4.73	3.38
Lit	2.15	4	6.6320017774	iets van tafel vegen	29	4.73	3.38
Fig	3.28	7	6.2146080984	met de rug tegen de muur staan	29	4.81818	3.24
Lit	2.65	7	6.4377516497	met de rug tegen de muur staan	29	4.81818	3.24
Lit	1.95	5	6.7650389768	op het puntje van de tong liggen	29	3.05	3.52
Fig	3.51	5	6.2480428745	op het puntje van de tong liggen	29	3.05	3.52
Lit	2.07	2	6.8480052746	op zijn achterste benen staan	29	2.86	2.62
Fig	2.55	2	6.7844570626	op zijn achterste benen staan	29	2.86	2.62
Lit	3.05	7	6.280395839	op zijn centen zitten	29	4.68	3.71
Fig	2.23	7	6.6093492432	op zijn centen zitten	29	4.68	3.71
Fig	3.36	7	6.5395859556	voor aap staan	29	2.045454545	3.22
Lit	2.76	7	6.5638555265	voor aap staan	29	2.045454545	3.22
Fig	3.02	7	6.7262334024	voor iemand door het vuur gaan	29	3.91	4.18
Lit	1.9	7	6.7056390949	voor iemand door het vuur gaan	29	3.91	4.18
Fig	2.49	2	6.7056390949	één lijn trekken	30	4.73	2.88
Lit	2.43	2	6.3403593037	één lijn trekken	30	4.73	2.88
Fig	2.25	6	6.163314804	aan een zijden draadje hangen	30	3.73	3.14
Lit	2.47	6	6.6644090204	aan een zijden draadje hangen	30	3.73	3.14
Fig	3.45	7	6.3699009828	aan het roer staan	30	4.73	4.6
Lit	3.7	7	6.3403593037	aan het roer staan	30	4.73	4.6
Lit	2.96	7	6.1092475828	als paddenstoelen uit de grond schieten	30	2.27	3.29
Fig	2.66	7	5.9506425526	als paddenstoelen uit de grond schieten	30	2.27	3.29
Fig	2.28	2	6.4645883037	de koe bij de hoorns vatten	30	4.05	3.17
Lit	3.04	2	6.1820849067	de koe bij de hoorns vatten	30	4.05	3.17
Fig	2.93	5	6.163314804	ergens mee in de maag zitten	30	2.86	2.95
Fig	2.13	7	6.1463292577	ergens zijn neus voor optrekken	30	4.23	3.33
Lit	2.22	7	6.4907235345	ergens zijn neus voor optrekken	30	4.23	3.33
Fig	3.58	7	6.0730445341	het niet breed hebben	30	1.95	3.24
Lit	2.42	7	6.5750758406	het niet breed hebben	30	1.95	3.24
Fig	3.81	6	5.9712618398	iemand aan de tand voelen	30	4.45	2.83
Fig	2.73	6	6.3099182782	iemand de wet voorschrijven	30	3.68	3.67
Lit	2.75	6	6.1092475828	iemand de wet voorschrijven	30	3.68	3.67
Fig	1.81	6	6.3835066349	iemand iets in de schoenen schuiven	30	4.05	3.09
Fig	2.68	1	6.3099182782	iemand op de huid zitten	30	3.05	3.38
Lit	2.6	1	6.5279579176	iemand op de huid zitten	30	3.05	3.38
Lit	2.14	7	6.1463292577	iemand tegen de schenen schoppen	30	4.73	3.71
Fig	2.7	7	6.4520489544	iemand tegen de schenen schoppen	30	4.73	3.71
Lit	2.7	2	6.013715156	iemand wakker schudden	30	4.77	3.43
Fig	3.81	2	6.2324480166	iemand wakker schudden	30	4.77	3.43
Lit	2.1	7	6.2146080984	iemand/iets tot in de wolken verheffen	30	1.82	3.75
Fig	2.68	7	6.4907235345	iemand/iets tot in de wolken verheffen	30	1.82	3.75
Lit	1.93	6	6.2304814476	iets op poten zetten	30	4	3.38
Fig	2.39	6	6.1268691841	iets op poten zetten	30	4	3.38
Lit	2.55	5	6.2324480166	iets uit de losse pols doen	30	2.27	3.13
Fig	2.53	5	6.2952660014	iets uit de losse pols doen	30	2.27	3.13
Fig	2.81	7	6.4118182677	iets uit je duim zuigen	30	1.95	3.21
Lit	2.4	7	6.2146080984	iets uit je duim zuigen	30	1.95	3.21
Fig	2.26	6	6.6093492432	iets van tafel vegen	30	4.73	3.38
Lit	2.15	6	6.1290502101	iets van tafel vegen	30	4.73	3.38
Fig	3.28	3	6.5027900459	met de rug tegen de muur staan	30	4.81818	3.24
Lit	2.65	3	6.2633982626	met de rug tegen de muur staan	30	4.81818	3.24
Lit	1.95	5	6.3099182782	op het puntje van de tong liggen	30	3.05	3.52
Fig	3.51	5	6.013715156	op het puntje van de tong liggen	30	3.05	3.52
Lit	2.07	5	6.2324480166	op zijn achterste benen staan	30	2.86	2.62
Fig	2.55	5	6.6644090204	op zijn achterste benen staan	30	2.86	2.62
Lit	3.05	7	5.926926026	op zijn centen zitten	30	4.68	3.71
Fig	2.23	7	6.4118182677	op zijn centen zitten	30	4.68	3.71
Fig	3.36	7	6.163314804	voor aap staan	30	2.045454545	3.22
Lit	2.76	7	6.3699009828	voor aap staan	30	2.045454545	3.22
Fig	3.02	5	6.4769723629	voor iemand door het vuur gaan	30	3.91	4.18
Lit	1.9	5	6.4520489544	voor iemand door het vuur gaan	30	3.91	4.18
Fig	2.49	4	6.2952660014	één lijn trekken	31	4.73	2.88
Lit	2.43	4	6.5147126909	één lijn trekken	31	4.73	2.88
Fig	2.25	4	6.4769723629	aan een zijden draadje hangen	31	3.73	3.14
Lit	2.47	4	6.280395839	aan een zijden draadje hangen	31	3.73	3.14
Fig	3.45	6	6.5861716549	aan het roer staan	31	4.73	4.6
Lit	3.7	6	6.2324480166	aan het roer staan	31	4.73	4.6
Lit	2.96	5	6.4248690239	als paddenstoelen uit de grond schieten	31	2.27	3.29
Fig	2.66	5	6.3969296552	als paddenstoelen uit de grond schieten	31	2.27	3.29
Fig	2.28	2	6.3403593037	de koe bij de hoorns vatten	31	4.05	3.17
Lit	3.04	2	6.3699009828	de koe bij de hoorns vatten	31	4.05	3.17
Fig	2.93	6	6.4769723629	ergens mee in de maag zitten	31	2.86	2.95
Fig	2.13	3	6.2146080984	ergens zijn neus voor optrekken	31	4.23	3.33
Lit	2.22	3	6.1820849067	ergens zijn neus voor optrekken	31	4.23	3.33
Fig	3.58	7	6.280395839	het niet breed hebben	31	1.95	3.24
Lit	2.42	7	6.5750758406	het niet breed hebben	31	1.95	3.24
Fig	3.81	3	6.163314804	iemand aan de tand voelen	31	4.45	2.83
Fig	2.73	6	6.3969296552	iemand de wet voorschrijven	31	3.68	3.67
Lit	2.75	6	6.4769723629	iemand de wet voorschrijven	31	3.68	3.67
Fig	1.81	6	6.4645883037	iemand iets in de schoenen schuiven	31	4.05	3.09
Fig	2.68	5	6.4520489544	iemand op de huid zitten	31	3.05	3.38
Lit	2.6	5	6.2785214242	iemand op de huid zitten	31	3.05	3.38
Lit	2.14	7	6.2952660014	iemand tegen de schenen schoppen	31	4.73	3.71
Fig	2.7	7	6.7153833863	iemand tegen de schenen schoppen	31	4.73	3.71
Lit	2.7	3	6.5147126909	iemand wakker schudden	31	4.77	3.43
Fig	3.81	3	6.3699009828	iemand wakker schudden	31	4.77	3.43
Lit	2.1	6	6.2480428745	iemand/iets tot in de wolken verheffen	31	1.82	3.75
Fig	2.68	6	6.2146080984	iemand/iets tot in de wolken verheffen	31	1.82	3.75
Lit	1.93	7	6.5395859556	iets op poten zetten	31	4	3.38
Fig	2.39	7	6.3543700408	iets op poten zetten	31	4	3.38
Lit	2.55	6	6.280395839	iets uit de losse pols doen	31	2.27	3.13
Fig	2.53	6	6.2324480166	iets uit de losse pols doen	31	2.27	3.13
Fig	2.81	7	6.3969296552	iets uit je duim zuigen	31	1.95	3.21
Lit	2.4	7	6.2324480166	iets uit je duim zuigen	31	1.95	3.21
Fig	2.26	6	6.3403593037	iets van tafel vegen	31	4.73	3.38
Lit	2.15	6	6.3699009828	iets van tafel vegen	31	4.73	3.38
Fig	3.28	7	6.3403593037	met de rug tegen de muur staan	31	4.81818	3.24
Lit	2.65	7	6.3403593037	met de rug tegen de muur staan	31	4.81818	3.24
Lit	1.95	6	6.3969296552	op het puntje van de tong liggen	31	3.05	3.52
Fig	3.51	6	6.163314804	op het puntje van de tong liggen	31	3.05	3.52
Lit	2.07	5	6.3835066349	op zijn achterste benen staan	31	2.86	2.62
Fig	2.55	5	6.3261494732	op zijn achterste benen staan	31	2.86	2.62
Lit	3.05	7	6.2146080984	op zijn centen zitten	31	4.68	3.71
Fig	2.23	7	6.2324480166	op zijn centen zitten	31	4.68	3.71
Fig	3.36	7	5.9506425526	voor aap staan	31	2.045454545	3.22
Lit	2.76	7	6.163314804	voor aap staan	31	2.045454545	3.22
Fig	3.02	7	6.4645883037	voor iemand door het vuur gaan	31	3.91	4.18
Lit	1.9	7	5.9914645471	voor iemand door het vuur gaan	31	3.91	4.18
Fig	2.49	2	6.4769723629	één lijn trekken	32	4.73	2.88
Lit	2.43	2	6.4134589572	één lijn trekken	32	4.73	2.88
Fig	2.25	4	6.3801225369	aan een zijden draadje hangen	32	3.73	3.14
Lit	2.47	4	6.5366915976	aan een zijden draadje hangen	32	3.73	3.14
Fig	3.45	7	6.3630281035	aan het roer staan	32	4.73	4.6
Lit	3.7	7	6.4457198194	aan het roer staan	32	4.73	4.6
Lit	2.96	5	6.4457198194	als paddenstoelen uit de grond schieten	32	2.27	3.29
Fig	2.66	5	6.5930445341	als paddenstoelen uit de grond schieten	32	2.27	3.29
Fig	2.28	2	6.5930445341	de koe bij de hoorns vatten	32	4.05	3.17
Lit	3.04	2	6.3630281035	de koe bij de hoorns vatten	32	4.05	3.17
Fig	2.93	5	6.4457198194	ergens mee in de maag zitten	32	2.86	2.95
Fig	2.13	5	6.492239835	ergens zijn neus voor optrekken	32	4.23	3.33
Lit	2.22	5	6.579251212	ergens zijn neus voor optrekken	32	4.23	3.33
Fig	3.58	7	6.2915691396	het niet breed hebben	32	1.95	3.24
Lit	2.42	7	6.2728770065	het niet breed hebben	32	1.95	3.24
Fig	3.81	6	6.3969296552	iemand aan de tand voelen	32	4.45	2.83
Fig	2.73	7	6.492239835	iemand de wet voorschrijven	32	3.68	3.67
Lit	2.75	7	6.5072777124	iemand de wet voorschrijven	32	3.68	3.67
Fig	1.81	6	6.7799219075	iemand iets in de schoenen schuiven	32	4.05	3.09
Fig	2.68	5	6.6066501862	iemand op de huid zitten	32	3.05	3.38
Lit	2.6	5	6.4614681764	iemand op de huid zitten	32	3.05	3.38
